11.542,11.467,11.394,11.322,11.251,11.181,11.112,11.045,10.979
10.307,10.248,10.189,10.132,10.075,10.019,9.9644,9.9102,9.8567
9.3129,9.2642,9.2162,9.1689,9.1222,9.076,9.0305,8.9855,8.9412
